voyageid,yearam,rig,shipname,captaina,slaximp,mjselimp,tslavesd,arrport,sla1port,slaarriv,sladvoy,vymrtimp,vymrtrat,slamimp,fate,fate2,fate3,fate4,sladamer,adpsale1,adpsale2,captainb,placcons,placreg,yrcons,yrreg,regarr,regdis1,regdis2,regdis3,regem1,regem2,regisreg,constreg,portdep,datedepa,datedepb,datedepc,crew,crew2,crew3,d1slatra,d1slatrb,d1slatrc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,date_buy1,date_leftafr,date_land1,date_land2,date_land3,dlslatra,dlslatrb,dlslatrc,voyage,voy2imp,guns,majbuypt,mjbyptimp,majbyimp,majbyimp1,majselpt,mjslptimp,mjselimp1,national,natinimp,ncar13,ncar15,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,resistance,slas32,slas36,slas39,sourcea,sourceb,sourcec,sourced,sourcee,tonnage,men1,women1,boy1,girl1,infant1,adult1,child1,male1,female1,adlt1imp,chil1imp,male1imp,feml1imp,slavema1,slavemx1,slavmax1,menrat1,womrat1,boyrat1,girlrat1,malrat1,chilrat1,men3,women3,boy3,girl3,infant3,adult3,child3,male3,female3,adlt3imp,chil3imp,male3imp,feml3imp,slavema3,slavemx3,slavmax3,menrat3,womrat3,boyrat3,girlrat3,malrat3,chilrat3,men7,women7,boy7,girl7,infant7,adult7,child7,male7,female7,slavema7,slavemx7,slavmax7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,year5,year10,year25,year100,voyageID2,AFRINFO,Other_Cargo,COMMENTS,filter_$
102524,1745,Sloop,Tartar,"Marsh, William",122,Spanish Americas, ,"Spanish American Mainland, port unspecified", , , , , ,117,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),Kingston (Jamaica), ,1744,Spanish Americas, , , ,Jamaica, ,Jamaica,Non-geographical, , , , , ,14, , , , , , , , , , , , , , ,2/22/1745, , , ,22,2,1745, , ,6,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Yeoman, Patrick", , , , , , , , , , , ,"CO 142/15, 51,76", , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102525,1745,Sloop,Mattie,"McLean, Peter Campbell",122,Spanish Americas, ,"Spanish American Mainland, port unspecified", , , , , ,117,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,New England,Kingston (Jamaica),1739,1744,Spanish Americas, , , ,Jamaica, ,Jamaica,Other North America, , , , , ,20, , , , , , , , , , , , , , ,2/22/1745, , , ,22,2,1745, , ,12,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Furtado, Daniel Urabia", , , , , , , , , , , ,"CO 142/15, 51,75a", , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102526,1745,Sloop,Pretty Betsy,"Thornton, Hugh",150,Spanish Americas,150,"Spanish American Mainland, port unspecified", , , , , ,143,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,New England,Boston,1743,1743,Spanish Americas, , , ,Jamaica, ,Massachusetts,Other North America, , , , , ,30, , , , , , , , , , , , , , ,2/23/1745, , , ,23,2,1745, , ,8,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Harper, John", , , , , , , , , , , ,"CO 142/15, 51,75", , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102527,1745,Sloop,May Flower,"Christian, Benjamin",122,Spanish Americas, ,"Spanish American Mainland, port unspecified", , , , , ,117,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1743,1744,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,6, , , , , , , , , , , , , , ,2/27/1745, , , ,27,2,1745, , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Christian, Benjamin", , , , , , , , , , , ,"CO 142/15, 51,75a", , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102528,1745,Sloop,Ann,"Millar, Mathew",15,Cuba,15,South Keys, , , , , ,15,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Virginia, port unspecified","Virginia, port unspecified",1742,1744,Cuba, , , ,Jamaica, ,Virginia,Virginia, , , , , ,50, , , , , , , , , , , , , , ,4/24/1745, , , ,24,4,1745, , ,14,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,South Keys,Caribbean,Great Britain,Great Britain, , , ,"Millar, Mathew*", , , , , , , , , , , ,"CO 142/15, 52", , , , ,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102529,1745,Sloop,Mary,"Tinee, William",20,Cuba,20,South Keys, , , , , ,19,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,New Providence,New Providence,1744,1744,Cuba, , , ,Jamaica, ,Bahamas,Bahamas, , , , , ,60, , , , , , , , , , , , , , ,5/14/1745, , , ,14,5,1745, , ,12,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,South Keys,Caribbean,Great Britain,Great Britain, , , ,Florentin,Cox*, , , , , , , , , , ,"CO 142/15, 52", , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102530,1745,Sloop,Praliger [??],"Watson, James",25,Spanish Americas,25,"Spanish American Mainland, port unspecified", , , , , ,24,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,New England,Kingston (Jamaica),1741,1744,Spanish Americas, , , ,Jamaica, ,Jamaica,Other North America, , , , , ,15, , , , , , , , , , , , , , ,7/5/1745, , , ,5,7,1745, , ,6,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Campbell, Alexander*", , , , , , , , , , , ,"CO 142/15, 52", , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102531,1745,Sloop,Dragon,"Thresher, Thomas",52,Cuba, ,South Keys, , , , , ,50,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,New Providence,Kingston (Jamaica),1743,1745,Cuba, , , ,Jamaica, ,Jamaica,Bahamas, , , , , ,40, , , , , , , , , , , , , , ,7/22/1745, , , ,22,7,1745, , ,12,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,South Keys,Caribbean,Great Britain,Great Britain, , , ,"Eason, John*", , , , , , , , , , , ,"CO 142/15, 53,76a", , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102532,1745,Sloop,Lovely Elizabeth,"Bedlow, Cornelius",50,Spanish Americas,50,"Spanish American Mainland, port unspecified", , , , , ,48,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),Kingston (Jamaica), ,1745,Spanish Americas, , , ,Jamaica, ,Jamaica,Non-geographical, , , , , ,15, , , , , , , , , , , , , , ,8/13/1745, , , ,13,8,1745, , ,4,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Leary, Cornelius", , , , , , , , , , , ,"CO 142/15, 54", , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102533,1745,Sloop,Tartar,"Akens, John",122,Spanish Americas, ,"Spanish American Mainland, port unspecified", , , , , ,117,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Prize (unknown place),Kingston (Jamaica), ,1744,Spanish Americas, , , ,Jamaica, ,Jamaica,Non-geographical, , , , , ,16, , , , , , , , , , , , , , ,8/15/1745, , , ,15,8,1745, , ,8,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Yeoman, Patrick*", , , , , , , , , , , ,"CO 142/15, 54", , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102534,1745,Sloop,Pretty Betsy,"Thornton, Hugh",150,Spanish Americas,150,"Spanish American Mainland, port unspecified", , , , , ,143,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"New Hampshire, port unspecified",Boston,1743,1743,Spanish Americas, , , ,Jamaica, ,Massachusetts,New Hampshire, , , , , , , , , , , , , , , , , , , , ,8/24/1745, , , ,24,8,1745, , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Harper, John", , , , , , , , , , , ,"CO 142/15, 54,76a", , , , ,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,"beef, pork, bread, flour, dry goods", ,Selected
102535,1745,Sloop,Dragon,"Thresher, Thomas",122,Spanish Americas, ,"Spanish American Mainland, port unspecified", , , , , ,117,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,New Providence,Kingston (Jamaica),1743,1745,Spanish Americas, , , ,Jamaica, ,Jamaica,Bahamas, , , , , ,50, , , , , , , , , , , , , , ,10/19/1745, , , ,19,10,1745, , ,12,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Eason, John*", , , , , , , , , , , ,"CO 142/15, 55,77", , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102536,1745,Sloop,Peachy,"Hindman, Thomas",160,Spanish Americas,160,"Spanish American Mainland, port unspecified", , , , , ,153,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica), ,1744,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,25, , , , , , , , , , , , , , ,12/14/1745, , , ,14,12,1745, , ,8,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Pitts, Thomas*", , , , , , , , , , , ,"CO 142/15, 56,77", , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102537,1745,Sloop,May Flower,"Bedlow, Peter",220,Spanish Americas,220,"Spanish American Mainland, port unspecified", , , , , ,210,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1743,1745,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,12/17/1745, , , ,17,12,1745, , ,10,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Bravo, David", , , , , , , , , , , ,"CO 142/15, 56,77", , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1741-45,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102538,1746,Sloop,Diamond,"Thresher, Thomas",200,Spanish Americas,200,"Spanish American Mainland, port unspecified", , , , , ,191,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1739,1743,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,1/24/1746, , , ,24,1,1746, , ,8,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Pitts, Thomas*", , , , , , , , , , , ,"CO 142/15, 56,77a", , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102539,1746,Sloop,Peter and Abraham,"Moore, William",56,Cuba,56,Havana, , , , , ,54,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Philadelphia,Kingston (Jamaica),1743,1745,Cuba, , , ,Jamaica, ,Jamaica,Pennsylvania, , , , , ,20, , , , , , , , , , , , , , ,2/5/1746, , , ,5,2,1746, , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,Havana,Caribbean,Great Britain,Great Britain, , , ,"Prisleale, Philip*", , , , , , , , , , , ,"CO 142/15, 56", , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,"prisoners, fish, bread, flour", ,Selected
102540,1746,Sloop,Jolly Batchellor,"Benson, Ralph",25,North Carolina,25,"North Carolina, port unspecified", , , , , ,24,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,"Rhode Island, port unspecified",Kingston (Jamaica),1739,1746,North Carolina, , , ,Jamaica, ,Jamaica,Rhode Island, , , , , ,6, , , , , , , , , , , , , , ,3/8/1746, , , ,8,3,1746, , ,7,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"North Carolina, port unspecified",Mainland North America,Great Britain,Great Britain, , , ,"Minot, Stephen*", , , , , , , , , , , ,"CO 142/15, 56","Minchinton, 30", , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,sugar, ,Selected
102541,1746,Sloop,Peachy,"Hindman, Thomas",160,Cuba,160,"Cuba, port unspecified", , , , , ,153,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica), ,1744,Cuba, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,3/18/1746, , , ,18,3,1746, , ,8,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Cuba, port unspecified",Caribbean,Great Britain,Great Britain, , , ,"Pitts, Thomas*", , , , , , , , , , , ,"CO 142/15, 57", , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102542,1746,Sloop,May Flower,"Bedlow, Peter",180,Cuba,180,"Cuba, port unspecified", , , , , ,172,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1743,1745,Cuba, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,3/20/1746, , , ,20,3,1746, , ,10,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Cuba, port unspecified",Caribbean,Great Britain,Great Britain, , , ,"Bravo, David", , , , , , , , , , , ,"CO 142/15, 57,78a", , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102543,1746,Sloop,Relief,"Millar, Mathias",280,Spanish Americas,280,"Spanish American Mainland, port unspecified", , , , , ,267,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1742,1745,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,10/2/1746, , , ,2,10,1746, , ,10,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Cook, John*", , , , , , , , , , , ,"CO 142/15, 60", , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,dry goods, ,Selected
102544,1746,Sloop,May Flower,"Bedlow, Peter",220,Spanish Americas,220,"Spanish American Mainland, port unspecified", , , , , ,210,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1743,1745,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,10/9/1746, , , ,9,10,1746, , ,10,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Bedlow, Peter", , , , , , , , , , , ,"CO 142/15, 60,80a", , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102545,1746,Sloop,Peachy,"Hindman, Thomas",199,Spanish Americas,199,"Spanish American Mainland, port unspecified", , , , , ,190,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica), ,1744,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,10/27/1746, , , ,27,10,1746, , ,8,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Manning, Edward*", , , , , , , , , , , ,"CO 142/15, 61,80", , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102546,1746,Sloop,Diamond,"Thresher, Thomas",200,Spanish Americas,200,"Spanish American Mainland, port unspecified", , , , , ,191,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1739,1743,Spanish Americas, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,30, , , , , , , , , , , , , , ,12/10/1746, , , ,10,12,1746, , ,8,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,"Spanish American Mainland, port unspecified",Other,Great Britain,Great Britain, , , ,"Pitts, Thomas*", , , , , , , , , , , ,"CO 142/15, 61", , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,no, ,Selected
102547,1747,Sloop,Olive Branch,"Harman, John",62,Spanish Circum-Caribbean,62,Portobelo, , , , , ,59,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , ,Bermuda,Kingston (Jamaica),1739,1745,Spanish Circum-Caribbean, , , ,Jamaica, ,Jamaica,Other British Caribbean, , , , , ,40, , , , , , , , , , , , , , ,1/17/1747, , , ,17,1,1747, , ,10,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,Portobelo,Spanish Mainland America,Great Britain,Great Britain, , , ,"Lamera, Aaron*", , , , , , , , , , , ,"CO 142/15, 61", , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1746-50,years 1741-50,years 1726-50,1700, , ,"brandy, dry goods", ,Selected
